sample_id,country,location_code,location_name,X1km_square,sample_projection,land_cover,date,year,sample_media,digitised_by,recorder_type,habitat,habitat_other_detail,target_flower,target_flower_corrected,target_other_name,target_other_name_corrected,target_flower_family,flower_cover,floral_unit_count,floral_unit,flower_context,count_start_time,cloud_cover,sunshine,wind_speed,habitat_type,flower_structure,bumblebees,honeybees,solitary_bees,wasps,hoverflies,other_flies,butterflies_moths,beetles,insects_small,insects_other,all_insects_total
11800857,Scotland,122,Craigierig,NT2023,OSGB,semi-natural,06/09/2020,2020,NA,71960,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Heathers - Calluna and Erica species,Heathers - Calluna and Erica species,NA,NA,Ericaceae,Target flowers cover more than half of patch,50,flower spike,More or less isolated,12:38,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,agricultural,closed,1,0,0,0,0,0,0,0,2,1,4
11800861,Scotland,122,Craigierig,NT2023,OSGB,semi-natural,06/09/2020,2020,NA,71960,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,creeping thistle,creeping thistle,Asteraceae,Target flowers cover less than half of patch,4,flower head,More or less isolated,13:00,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,agricultural,open,0,0,0,3,1,1,0,0,7,0,12
11801295,England,177,Butley River,TM3949,OSGB,agricultural,03/09/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,Senecio erucifolia,Senecio erucifolia,Asteraceae,Target flowers cover less than half of patch,25,flower head,Growing in a larger patch of the same flower,10:31,All or mostly cloud,Entirely shaded,Leaves moving strongly,semi-natural,open,0,1,0,0,0,2,0,0,0,0,3
11801320,England,22,Burton-le-Coggles,SK9826,OSGB,agricultural,02/09/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Scorzoneroides autumnalis,Scorzoneroides autumnalis,Asteraceae,Target flowers cover less than half of patch,15,flower head,Growing in a larger patch of the same flower,10:45,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,3,0,1,0,1,8,4,0,2,0,19
11801333,England,22,Burton-le-Coggles,SK9826,OSGB,agricultural,02/09/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium arvense,Cirsium arvense,Asteraceae,Target flowers cover less than half of patch,4,flower head,More or less isolated,10:14,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,1,0,0,2,0,0,3,0,6
11801346,England,19,Westhay Moor,ST4543,OSGB,agricultural,26/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Dandelion - Taraxacum officinale,Dandelion - Taraxacum officinale,NA,NA,Asteraceae,Target flowers cover less than half of patch,6,flower head,Growing in a larger patch of the same flower,10:36,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,agricultural,open,1,0,0,0,2,6,0,0,1,0,10
11801350,England,19,Westhay Moor,ST4543,OSGB,agricultural,26/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover less than half of patch,1,flower umbel,More or less isolated,11:00,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,1,1,21,0,0,0,0,23
11801537,England,185,Slapton,SX8144,OSGB,agricultural,18/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Foeniculum vulgare,Foeniculum vulgare,Apiaceae,Target flowers cover less than half of patch,15,flower umbel,More or less isolated,11:18,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,0,0,0,2,1,8,0,0,0,0,11
11801591,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,12/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium vulgare,Cirsium vulgare,Asteraceae,Target flowers cover less than half of patch,5,flower head,Growing in a larger patch of many different flowers,09:00,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,4,0,0,0,0,1,0,0,0,0,5
11801600,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,12/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Origanum vulgare,Origanum vulgare,Lamiaceae,Target flowers cover more than half of patch,30,flower head,Growing in a larger patch of many different flowers,09:30,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,closed,2,0,0,0,0,6,8,0,0,0,16
11801731,England,76,near West Itchenor,SU7800,OSGB,agricultural,10/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Sonchus arvensis,Sonchus arvensis,Asteraceae,Target flowers cover less than half of patch,8,flower head,Growing in a larger patch of many different flowers,10:30,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,1,0,2,0,2,2,0,0,4,0,11
11801741,England,76,near West Itchenor,SU7800,OSGB,agricultural,10/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium arvense,Cirsium arvense,Asteraceae,Target flowers cover less than half of patch,12,flower head,Growing in a larger patch of the same flower,10:50,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,6,1,0,3,2,0,0,0,0,12
11802200,Scotland,112,Blairlinnans,NS4085,OSGB,agricultural,05/09/2020,2020,NA,68198,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Common knapweed,Common knapweed,Asteraceae,Target flowers cover less than half of patch,9,flower head,Growing in a larger patch of many different flowers,10:41,All or mostly cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,2,0,0,0,1,2,0,0,0,0,5
11802225,Scotland,112,Blairlinnans,NS4085,OSGB,agricultural,05/09/2020,2020,NA,68198,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,marsh thistle,marsh thistle,Asteraceae,Target flowers cover less than half of patch,27,flower head,Growing in a larger patch of many different flowers,11:04,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,1,1,1,0,0,0,3
11802313,Scotland,112,Blairlinnans,NS4085,OSGB,agricultural,05/09/2020,2020,NA,68198,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,sneezewort,sneezewort,Asteraceae,Target flowers cover about half of patch,70,flower head,Growing in a larger patch of many different flowers,14:20,All or mostly cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,0,2,0,0,0,0,2
11802482,Scotland,112,Blairlinnans,NS4085,OSGB,agricultural,05/09/2020,2020,NA,68198,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Red clover,Red clover,Lamiaceae,Target flowers cover less than half of patch,5,flower head,Growing in a larger patch of many different flowers,14:32,All or mostly cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,closed,2,0,0,0,1,1,0,0,0,0,4
11809271,England,91,near Thornton,SK4706,OSGB,agricultural,08/09/2020,2020,NA,131291,I am familiar with recognising the main groups of pollinating insect,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Latuca serriola?,Sonchus arvensis,Asteraceae,Target flowers cover less than half of patch,12,flower head,Growing in a larger patch of the same flower,11:00,All or mostly cloud,Entirely shaded,Leaves still/moving occasionally,semi-natural,open,0,0,1,0,25,6,1,0,3,0,36
11812714,England,174,near Bridgwater,ST2636,OSGB,agricultural,08/09/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium arvense,Cirsium arvense,Asteraceae,Target flowers cover less than half of patch,10,flower head,Growing in a larger patch of many different flowers,10:00,All or mostly cloud,Entirely shaded,Leaves still/moving occasionally,agricultural,open,0,0,2,0,1,6,0,0,3,0,12
11812717,England,174,near Bridgwater,ST2636,OSGB,agricultural,08/09/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Dandelion - Taraxacum officinale,Dandelion - Taraxacum officinale,NA,NA,Asteraceae,Target flowers cover less than half of patch,8,flower head,More or less isolated,10:32,All or mostly cloud,Entirely shaded,Leaves still/moving occasionally,agricultural,open,0,0,0,0,4,1,0,0,0,0,5
11812729,England,6,Sissinghurst,TQ8038,OSGB,agricultural,06/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium vulgare,Cirsium vulgare,Asteraceae,Target flowers cover less than half of patch,5,flower head,Growing in a larger patch of the same flower,10:30,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,agricultural,open,2,9,0,0,0,1,0,1,0,0,13
11812736,England,22,Burton-le-Coggles,SK9826,OSGB,agricultural,04/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Woodland,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium vulgare,Cirsium vulgare,Asteraceae,Target flowers cover less than half of patch,6,flower head,Growing in a larger patch of many different flowers,10:20,All or mostly cloud,Entirely shaded,Leaves still/moving occasionally,semi-natural,open,2,0,0,1,3,0,0,0,3,1,10
11812738,England,22,Burton-le-Coggles,SK9826,OSGB,agricultural,04/08/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Bramble (Blackberry) - Rubus fruticosus,Bramble (Blackberry) - Rubus fruticosus,NA,NA,Rosaceae,Target flowers cover less than half of patch,15,individual flower,Growing in a larger patch of the same flower,10:40,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,semi-natural,open,3,0,0,0,1,1,0,0,0,1,6
11812787,England,177,Butley River,TM3949,OSGB,agricultural,31/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium arvense,Cirsium arvense,Asteraceae,Target flowers cover less than half of patch,8,flower head,More or less isolated,09:30,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,1,0,2,1,0,0,0,0,4
11812789,England,177,Butley River,TM3949,OSGB,agricultural,31/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Centaurea nigra,Centaurea nigra,Asteraceae,Target flowers cover less than half of patch,11,flower head,Growing in a larger patch of many different flowers,10:00,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,1,1,0,0,0,0,1,0,0,0,3
11812809,England,79,Reedham Marshes,TG4403,OSGB,agricultural,30/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,Senecio jacobaea,Senecio jacobaea,Asteraceae,Target flowers cover more than half of patch,130,flower head,More or less isolated,11:50,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,1,0,1,0,6,35,0,0,0,0,43
11812816,England,79,Reedham Marshes,TG4403,OSGB,agricultural,30/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Bramble (Blackberry) - Rubus fruticosus,Bramble (Blackberry) - Rubus fruticosus,NA,NA,Rosaceae,Target flowers cover less than half of patch,18,individual flower,Growing in a larger patch of the same flower,13:39,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,1,0,0,1,4,8,1,0,3,0,18
11812927,England,174,near Bridgwater,ST2636,OSGB,agricultural,28/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,Senecio jacobaea,Senecio jacobaea,Asteraceae,Target flowers cover less than half of patch,26,flower head,More or less isolated,09:52,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,1,2,0,0,0,0,1,4
11812928,England,174,near Bridgwater,ST2636,OSGB,agricultural,28/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Bramble (Blackberry) - Rubus fruticosus,Bramble (Blackberry) - Rubus fruticosus,NA,NA,Rosaceae,Target flowers cover less than half of patch,12,individual flower,Growing in a larger patch of the same flower,10:15,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,semi-natural,open,1,1,0,1,0,0,3,0,0,0,6
11812930,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,24/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,Knapweeds (Common or Greater) - Centaurea nigra or scabiosa,centaurea nigra,centaurea nigra,Asteraceae,Target flowers cover less than half of patch,13,flower head,Growing in a larger patch of many different flowers,10:05,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,1,0,1,0,0,0,11,0,0,0,13
11812960,England,110,Saltridge Hill,SO8911,OSGB,semi-natural,24/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover less than half of patch,4,flower umbel,Growing in a larger patch of many different flowers,09:50,Half blue and half cloud,Partly in sun and partly shaded,Leaves still/moving occasionally,semi-natural,open,0,0,4,1,3,5,0,0,0,0,13
11812983,England,19,Westhay Moor,ST4543,OSGB,agricultural,22/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Achillea millefolium,Achillea millefolium,Asteraceae,Target flowers cover less than half of patch,27,flower umbel,Growing in a larger patch of the same flower,11:12,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,3,8,0,3,0,0,14
11812999,England,19,Westhay Moor,ST4543,OSGB,agricultural,22/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover about half of patch,9,flower umbel,Growing in a larger patch of the same flower,10:52,All or mostly blue,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,1,0,1,9,4,0,7,0,0,22
11813320,England,76,near West Itchenor,SU7800,OSGB,agricultural,20/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Bramble (Blackberry) - Rubus fruticosus,Bramble (Blackberry) - Rubus fruticosus,NA,NA,Rosaceae,Target flowers cover less than half of patch,16,individual flower,Growing in a larger patch of the same flower,10:37,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,3,1,3,1,0,0,0,0,0,0,8
11813422,England,76,near West Itchenor,SU7800,OSGB,agricultural,20/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,Senecio jacobaea,Senecio jacobaea,Asteraceae,Target flowers cover more than half of patch,210,flower head,More or less isolated,10:50,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,4,0,4,0,6,3,4,3,1,1,26
11813432,England,76,near West Itchenor,SU7800,OSGB,agricultural,20/07/2020,2020,NA,147199,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Cirsium arvense,Cirsium arvense,Asteraceae,Target flowers cover less than half of patch,24,flower head,Growing in a larger patch of the same flower,11:08,All or mostly blue,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,2,1,3,0,4,0,0,0,40,0,50
11813502,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,08/09/2020,2020,NA,71960,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,creeping thistle,creeping thistle,Asteraceae,Target flowers cover less than half of patch,5,flower head,More or less isolated,11:10,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,1,0,0,0,0,0,1,0,0,0,2
11813503,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,08/09/2020,2020,NA,71960,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Hawksbit sp,Hawksbit sp,Asteraceae,Target flowers cover less than half of patch,2,flower head,More or less isolated,11:30,Half blue and half cloud,Partly in sun and partly shaded,Leaves moving gently all the time,agricultural,open,0,0,0,0,2,0,0,0,2,0,4
11813508,Scotland,85,near Blair Atholl,NN8664,OSGB,semi-natural,08/09/2020,2020,NA,71960,I am familiar with recognising the main groups of pollinating insect,Upland moorland,NA,Heathers - Calluna and Erica species,Heathers - Calluna and Erica species,NA,NA,Ericaceae,Target flowers cover about half of patch,250,flower spike,Growing in a larger patch of the same flower,14:45,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,closed,0,0,0,0,0,0,0,0,0,0,0
11818480,England,7,Crockham Hill,TQ4450,OSGB,agricultural,08/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Other - please describe below,Other - please describe below,Tripleurospermum inodorum,Tripleurospermum inodorum,Asteraceae,Target flowers cover about half of patch,140,flower head,More or less isolated,15:08,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,agricultural,open,0,0,0,0,4,10,1,0,26,0,41
11818483,England,7,Crockham Hill,TQ4450,OSGB,agricultural,08/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,White Clover - Trifolium repens,White Clover - Trifolium repens,NA,NA,Fabaceae,Target flowers cover less than half of patch,10,flower head,More or less isolated,15:34,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,agricultural,closed,1,0,0,0,0,1,0,0,20,0,22
11818506,England,7,Crockham Hill,TQ4450,OSGB,agricultural,08/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Creeping Thistle,Creeping Thistle,Asteraceae,Target flowers cover less than half of patch,8,flower head,Growing in a larger patch of the same flower,11:10,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,agricultural,open,1,0,0,0,7,0,0,0,4,0,12
11818537,England,7,Crockham Hill,TQ4450,OSGB,agricultural,08/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Creeping Thistle,Creeping Thistle,Asteraceae,Target flowers cover less than half of patch,12,flower head,Growing in a larger patch of the same flower,11:22,All or mostly cloud,Entirely in sunshine,Leaves moving strongly,agricultural,open,4,0,0,0,0,3,2,0,1,0,10
11818554,England,7,Crockham Hill,TQ4450,OSGB,agricultural,08/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Other - please describe below,Other - please describe below,Great Willowherb,Great Willowherb,Onagraceae,Target flowers cover less than half of patch,18,individual flower,More or less isolated,11:39,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,0,0,0,0,0,0
11818592,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Amenity grassland (usually mown short),NA,Other - please describe below,Other - please describe below,Lotus corniculata,Lotus corniculata,Fabaceae,Target flowers cover less than half of patch,42,individual flower,More or less isolated,15:32,Half blue and half cloud,Entirely in sunshine,Leaves moving gently all the time,urban,closed,2,0,0,0,1,0,0,0,0,0,3
11818607,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Hogweed - Heracleum sphondylium,Hogweed - Heracleum sphondylium,NA,NA,Apiaceae,Target flowers cover less than half of patch,16,flower umbel,More or less isolated,15:46,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,0,9,0,0,38,0,47
11818621,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,Bramble (Blackberry) - Rubus fruticosus,Bramble (Blackberry) - Rubus fruticosus,NA,NA,Rosaceae,Target flowers cover less than half of patch,9,individual flower,More or less isolated,16:50,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,1,0,0,0,0,1,0,0,1,1,4
11818735,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Waste ground,NA,Other - please describe below,Other - please describe below,Geranium sp,Geranium sp,Geraniaceae,Target flowers cover less than half of patch,50,individual flower,Growing in a larger patch of the same flower,11:54,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,urban,open,4,4,1,0,1,2,0,0,0,0,12
11818754,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Waste ground,NA,Other - please describe below,Other - please describe below,Sonchus arvensis,Sonchus arvensis,Asteraceae,Target flowers cover less than half of patch,4,flower head,More or less isolated,12:05,All or mostly cloud,Entirely shaded,Leaves moving gently all the time,urban,open,0,0,0,0,4,3,0,0,4,0,11
11818776,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Waste ground,NA,Other - please describe below,Other - please describe below,Red Clover,Red Clover,Lamiaceae,Target flowers cover less than half of patch,10,flower head,More or less isolated,12:15,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,urban,closed,1,0,0,0,0,1,0,0,0,0,2
11818783,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Creeping Thistle,Creeping Thistle,Asteraceae,Target flowers cover less than half of patch,9,flower head,More or less isolated,11:06,Half blue and half cloud,Entirely in sunshine,Leaves moving strongly,agricultural,open,0,2,4,0,0,0,0,0,15,0,21
11818787,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Farm crops or grassy pasture,NA,Thistle - Cirsium or Carduus,Thistle - Cirsium or Carduus,Creeping Thistle,Creeping Thistle,Asteraceae,Target flowers cover less than half of patch,11,flower head,Growing in a larger patch of the same flower,11:22,All or mostly cloud,Entirely in sunshine,Leaves moving strongly,agricultural,open,0,0,1,0,0,0,1,0,33,0,35
11818808,England,6,Sissinghurst,TQ8038,OSGB,agricultural,09/09/2020,2020,NA,28,I am confident in identifying the commonly-occurring pollinating insects to species level,Grassy verge or hedgerow edge,NA,White Clover - Trifolium repens,White Clover - Trifolium repens,NA,NA,Fabaceae,Target flowers cover less than half of patch,21,flower head,Growing in a larger patch of the same flower,11:38,All or mostly cloud,Entirely in sunshine,Leaves moving strongly,semi-natural,closed,1,1,0,0,0,0,0,0,0,0,2
11819201,England,28,near Wool,SY8586,OSGB,agricultural,09/09/2020,2020,NA,167646,I am familiar with recognising the main groups of pollinating insect,Farm crops or grassy pasture,NA,White Clover - Trifolium repens,White Clover - Trifolium repens,NA,NA,Fabaceae,Target flowers cover less than half of patch,2,flower head,Growing in a larger patch of many different flowers,10:15,All or mostly cloud,Partly in sun and partly shaded,Leaves moving gently all the time,agricultural,closed,1,0,0,0,8,0,1,1,0,0,11
11823782,England,182,near Southwater,TQ1827,OSGB,agricultural,10/09/2020,2020,NA,165262,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,set aside farmland.  Maize previous crop,Other - please describe below,Other - please describe below,Common Fleabane,Common Fleabane,Asteraceae,Target flowers cover less than half of patch,28,flower head,More or less isolated,15:02,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,agricultural,open,0,0,1,0,1,12,1,0,3,0,18
11823813,England,182,near Southwater,TQ1827,OSGB,agricultural,10/09/2020,2020,NA,165262,I am familiar with recognising the main groups of pollinating insect,Other - please describe below,Set aside farmland.  Maize previous crop,Other - please describe below,Other - please describe below,Scentless Mayweed,Scentless Mayweed,Asteraceae,Target flowers cover about half of patch,100,flower head,More or less isolated,14:46,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,agricultural,open,0,2,0,0,2,3,0,0,42,0,49
11830037,England,27,Aston le Walls,SP4951,OSGB,agricultural,08/09/2020,2020,NA,162966,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Ragwort - Senecio jacobaea and relatives,Ragwort - Senecio jacobaea and relatives,NA,NA,Asteraceae,Target flowers cover about half of patch,91,flower head,More or less isolated,16:05,All or mostly cloud,Entirely in sunshine,Leaves moving gently all the time,semi-natural,open,0,0,0,0,1,5,0,0,0,1,7
11830051,England,27,Aston le Walls,SP4951,OSGB,agricultural,08/09/2020,2020,NA,162966,I am familiar with recognising the main groups of pollinating insect,Grassland with wild flowers (e.g. meadow),NA,Other - please describe below,Other - please describe below,Willowherb,Willowherb,Onagraceae,Target flowers cover more than half of patch,44,individual flower,Growing in a larger patch of the same flower,10:35,Half blue and half cloud,Entirely in sunshine,Leaves still/moving occasionally,semi-natural,open,0,0,0,0,1,3,0,0,0,0,4
